station,valid,lon,lat,elevation,tmpf,dwpf,feel,sknt
PRN,2023-07-11 01:58,-86.6107,31.8457,137.50,74.00,73.00,73.90,0.00
DHN,2023-07-11 02:03,-85.4500,31.3200,122.00,78.00,73.00,78.10,3.00
JKA,2023-07-11 02:15,-87.6718,30.2905,4.90,77.00,75.20,77.00,0.00
4A9,2023-07-11 02:15,-85.7214,34.4737,267.00,69.60,66.20,69.60,0.00
ALX,2023-07-11 02:15,-85.9613,32.9143,193.00,75.00,74.70,75.00,0.00
8A0,2023-07-11 02:15,-86.2481,34.2316,317.00,71.60,64.40,71.60,0.00
4A6,2023-07-11 02:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 02:15,-87.3142,33.9020,147.00,73.40,73.40,73.40,0.00
CQF,2023-07-11 02:15,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 02:15,-86.8580,34.2687,289.02,68.00,68.00,68.00,0.00
SEM,2023-07-11 02:15,-86.9878,32.3439,44.25,78.80,78.80,78.80,0.00
SCD,2023-07-11 02:15,-86.3055,33.1718,170.50,77.40,72.30,77.40,0.00
1A9,2023-07-11 02:15,-86.5127,32.4387,63.56,78.00,73.80,77.90,0.00
ASN,2023-07-11 02:15,-86.0512,33.5695,155.32,76.50,71.60,76.50,0.00
PLR,2023-07-11 02:15,-86.2491,33.5588,144.69,73.40,71.60,73.40,0.00
1R8,2023-07-11 02:15,-87.8193,30.8703,72.03,77.00,75.20,77.00,0.00
HDL,2023-07-11 02:15,-85.3125,31.3641,108.00,78.80,77.00,78.80,3.00
EDN,2023-07-11 02:15,-85.9048,31.2982,104.85,78.00,75.20,77.90,0.00
MDQ,2023-07-11 02:15,-86.5600,34.8600,230.00,71.00,65.00,70.90,4.00
DYA,2023-07-11 02:15,-87.9541,32.4638,32.25,76.00,76.00,76.10,0.00
LOR,2023-07-11 02:18,-85.7511,31.3558,74.00,77.00,73.40,77.00,0.00
SXS,2023-07-11 02:23,-85.8549,31.3612,122.26,77.00,73.40,77.00,3.00
MDQ,2023-07-11 02:35,-86.5600,34.8600,230.00,70.00,64.60,70.00,0.00
JKA,2023-07-11 02:35,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
4A9,2023-07-11 02:35,-85.7214,34.4737,267.00,69.30,66.00,69.30,0.00
8A0,2023-07-11 02:35,-86.2481,34.2316,317.00,73.40,64.40,73.40,0.00
4A6,2023-07-11 02:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 02:35,-87.3142,33.9020,147.00,73.40,73.40,73.40,0.00
CQF,2023-07-11 02:35,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 02:35,-86.8580,34.2687,289.02,66.20,66.20,66.20,0.00
DYA,2023-07-11 02:35,-87.9541,32.4638,32.25,75.60,75.60,75.60,0.00
SEM,2023-07-11 02:35,-86.9878,32.3439,44.25,78.80,78.80,78.80,0.00
SCD,2023-07-11 02:35,-86.3055,33.1718,170.50,77.20,72.00,77.20,0.00
1A9,2023-07-11 02:35,-86.5127,32.4387,63.56,77.00,73.60,77.00,0.00
EDN,2023-07-11 02:35,-85.9048,31.2982,104.85,77.20,75.00,77.20,0.00
ASN,2023-07-11 02:35,-86.0512,33.5695,155.32,76.50,71.40,76.50,0.00
PLR,2023-07-11 02:35,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
1R8,2023-07-11 02:35,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-11 02:35,-85.3125,31.3641,108.00,78.80,77.00,78.80,0.00
ALX,2023-07-11 02:35,-85.9613,32.9143,193.00,74.50,74.00,74.50,0.00
OZR,2023-07-11 02:41,-85.7134,31.2758,91.00,78.80,71.60,78.80,0.00
HEY,2023-07-11 02:41,-85.6543,31.3460,97.00,77.00,75.20,77.00,0.00
HSV,2023-07-11 02:53,-86.7861,34.6439,196.00,73.00,68.00,73.00,3.00
EET,2023-07-11 02:53,-86.7818,33.1784,172.00,75.00,72.00,75.00,0.00
TOI,2023-07-11 02:53,-86.0121,31.8604,121.00,77.00,72.00,77.00,0.00
DHN,2023-07-11 02:53,-85.4500,31.3200,122.00,77.00,72.00,77.00,0.00
GZH,2023-07-11 02:53,-87.0441,31.4158,79.00,76.00,73.00,75.90,3.00
ANB,2023-07-11 02:53,-85.8479,33.5904,182.00,73.00,72.00,73.00,0.00
MGM,2023-07-11 02:53,-86.3940,32.3006,62.00,80.00,73.00,84.30,4.00
TCL,2023-07-11 02:53,-87.6161,33.2119,52.00,76.00,73.00,75.90,0.00
MSL,2023-07-11 02:53,-87.5996,34.7439,168.00,72.00,65.00,72.00,0.00
DCU,2023-07-11 02:53,-86.9453,34.6525,177.00,69.00,65.00,69.10,0.00
BHM,2023-07-11 02:53,-86.7449,33.5655,192.00,76.00,69.00,75.90,3.00
BFM,2023-07-11 02:53,-88.0681,30.6268,8.00,76.00,74.00,75.90,0.00
MDQ,2023-07-11 02:55,-86.5600,34.8600,230.00,69.00,65.50,68.90,0.00
JKA,2023-07-11 02:55,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
4A9,2023-07-11 02:55,-85.7214,34.4737,267.00,68.70,65.70,68.70,0.00
ALX,2023-07-11 02:55,-85.9613,32.9143,193.00,75.00,74.50,75.00,0.00
8A0,2023-07-11 02:55,-86.2481,34.2316,317.00,69.80,64.40,69.80,0.00
4A6,2023-07-11 02:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 02:55,-87.3142,33.9020,147.00,71.60,71.60,71.60,0.00
CQF,2023-07-11 02:55,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 02:55,-86.8580,34.2687,289.02,66.20,66.20,66.20,0.00
DYA,2023-07-11 02:55,-87.9541,32.4638,32.25,75.20,75.20,75.20,0.00
SEM,2023-07-11 02:55,-86.9878,32.3439,44.25,77.00,77.00,77.00,0.00
SXS,2023-07-11 02:55,-85.8549,31.3612,122.26,77.40,72.50,77.40,0.00
1A9,2023-07-11 02:55,-86.5127,32.4387,63.56,76.30,72.70,76.30,0.00
EDN,2023-07-11 02:55,-85.9048,31.2982,104.85,77.00,75.40,77.00,0.00
PLR,2023-07-11 02:55,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
1R8,2023-07-11 02:55,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-11 02:55,-85.3125,31.3641,108.00,77.00,77.00,77.00,3.00
HEY,2023-07-11 02:55,-85.6543,31.3460,97.00,75.60,75.20,75.60,0.00
HUA,2023-07-11 02:55,-86.6848,34.6786,209.00,70.50,65.80,70.50,0.00
LOR,2023-07-11 02:55,-85.7511,31.3558,74.00,76.50,73.00,76.50,0.00
ASN,2023-07-11 02:55,-86.0512,33.5695,155.32,75.60,71.00,75.60,0.00
SCD,2023-07-11 02:55,-86.3055,33.1718,170.50,76.00,73.60,76.10,0.00
OZR,2023-07-11 02:55,-85.7134,31.2758,91.00,78.00,71.00,77.90,0.00
MXF,2023-07-11 02:55,-86.3658,32.3829,51.00,78.00,72.00,78.10,0.00
1M4,2023-07-11 02:56,-87.6004,34.2803,284.00,68.00,68.00,68.00,0.00
MOB,2023-07-11 02:56,-88.2456,30.6883,67.00,75.00,72.00,75.00,0.00
GAD,2023-07-11 02:56,-86.0891,33.9727,173.00,71.00,71.00,71.10,0.00
EKY,2023-07-11 02:56,-86.9263,33.3126,213.73,71.00,71.00,71.10,0.00
79J,2023-07-11 02:56,-86.3902,31.3061,98.00,78.00,74.00,78.10,0.00
PRN,2023-07-11 02:58,-86.6107,31.8457,137.50,73.00,72.00,73.00,3.00
EUF,2023-07-11 02:58,-85.1289,31.9513,87.00,73.00,71.00,73.00,0.00
0J4,2023-07-11 02:58,-86.3119,31.0447,91.00,81.00,74.00,86.25,0.00
MDQ,2023-07-11 03:15,-86.5600,34.8600,230.00,67.30,65.30,67.30,0.00
JKA,2023-07-11 03:15,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
4A9,2023-07-11 03:15,-85.7214,34.4737,267.00,67.80,65.50,67.80,0.00
8A0,2023-07-11 03:15,-86.2481,34.2316,317.00,69.80,64.40,69.80,0.00
4A6,2023-07-11 03:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 03:15,-87.3142,33.9020,147.00,71.60,71.60,71.60,0.00
CQF,2023-07-11 03:15,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 03:15,-86.8580,34.2687,289.02,66.20,66.20,66.20,0.00
DYA,2023-07-11 03:15,-87.9541,32.4638,32.25,74.80,74.80,74.80,0.00
SEM,2023-07-11 03:15,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
1A9,2023-07-11 03:15,-86.5127,32.4387,63.56,76.00,72.70,76.10,3.00
ASN,2023-07-11 03:15,-86.0512,33.5695,155.32,74.30,71.40,74.30,0.00
PLR,2023-07-11 03:15,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
1R8,2023-07-11 03:15,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-11 03:15,-85.3125,31.3641,108.00,77.00,77.00,77.00,0.00
SCD,2023-07-11 03:15,-86.3055,33.1718,170.50,75.60,73.00,75.60,0.00
ALX,2023-07-11 03:15,-85.9613,32.9143,193.00,74.00,74.00,74.10,0.00
EDN,2023-07-11 03:15,-85.9048,31.2982,104.85,76.00,76.00,76.10,0.00
MXF,2023-07-11 03:25,-86.3658,32.3829,51.00,77.00,71.60,77.00,0.00
JKA,2023-07-11 03:35,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
ALX,2023-07-11 03:35,-85.9613,32.9143,193.00,73.60,73.20,73.60,0.00
8A0,2023-07-11 03:35,-86.2481,34.2316,317.00,69.80,64.40,69.80,0.00
4A6,2023-07-11 03:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 03:35,-87.3142,33.9020,147.00,71.60,71.60,71.60,0.00
CQF,2023-07-11 03:35,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 03:35,-86.8580,34.2687,289.02,66.20,66.20,66.20,0.00
DYA,2023-07-11 03:35,-87.9541,32.4638,32.25,74.50,74.50,74.50,0.00
SEM,2023-07-11 03:35,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
1A9,2023-07-11 03:35,-86.5127,32.4387,63.56,74.80,73.20,74.80,0.00
PLR,2023-07-11 03:35,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
1R8,2023-07-11 03:35,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-11 03:35,-85.3125,31.3641,108.00,75.20,75.20,75.20,0.00
MDQ,2023-07-11 03:35,-86.5600,34.8600,230.00,67.80,65.00,67.80,0.00
4A9,2023-07-11 03:35,-85.7214,34.4737,267.00,67.30,65.00,67.30,0.00
SCD,2023-07-11 03:35,-86.3055,33.1718,170.50,74.80,72.00,74.80,0.00
EDN,2023-07-11 03:35,-85.9048,31.2982,104.85,76.00,75.20,76.10,0.00
ASN,2023-07-11 03:35,-86.0512,33.5695,155.32,73.00,71.40,72.90,0.00
MXF,2023-07-11 03:40,-86.3658,32.3829,51.00,77.00,71.60,77.00,0.00
EET,2023-07-11 03:53,-86.7818,33.1784,172.00,75.00,72.00,75.00,0.00
DHN,2023-07-11 03:53,-85.4500,31.3200,122.00,77.00,72.00,77.00,0.00
GZH,2023-07-11 03:53,-87.0441,31.4158,79.00,75.00,72.00,75.00,4.00
BFM,2023-07-11 03:53,-88.0681,30.6268,8.00,74.00,72.00,73.90,0.00
TCL,2023-07-11 03:53,-87.6161,33.2119,52.00,75.00,73.00,75.00,0.00
HSV,2023-07-11 03:53,-86.7861,34.6439,196.00,70.00,67.00,70.00,0.00
BHM,2023-07-11 03:53,-86.7449,33.5655,192.00,75.00,69.00,75.00,0.00
ANB,2023-07-11 03:53,-85.8479,33.5904,182.00,72.00,71.00,72.00,0.00
MGM,2023-07-11 03:53,-86.3940,32.3006,62.00,77.00,74.00,77.00,4.00
TOI,2023-07-11 03:53,-86.0121,31.8604,121.00,76.00,71.00,75.90,0.00
DCU,2023-07-11 03:53,-86.9453,34.6525,177.00,67.00,65.00,66.90,0.00
MSL,2023-07-11 03:53,-87.5996,34.7439,168.00,69.00,65.00,69.10,0.00
4A9,2023-07-11 03:55,-85.7214,34.4737,267.00,66.20,64.40,66.20,0.00
ALX,2023-07-11 03:55,-85.9613,32.9143,193.00,73.60,73.20,73.60,0.00
LOR,2023-07-11 03:55,-85.7511,31.3558,74.00,75.20,73.00,75.20,0.00
4A6,2023-07-11 03:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 03:55,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-11 03:55,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
MXF,2023-07-11 03:55,-86.3658,32.3829,51.00,76.60,71.80,76.60,3.00
HEY,2023-07-11 03:55,-85.6543,31.3460,97.00,75.00,74.70,75.00,0.00
CMD,2023-07-11 03:55,-86.8580,34.2687,289.02,66.20,66.20,66.20,0.00
DYA,2023-07-11 03:55,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-11 03:55,-86.9878,32.3439,44.25,75.20,75.20,75.20,3.00
SCD,2023-07-11 03:55,-86.3055,33.1718,170.50,74.30,71.80,74.30,0.00
EDN,2023-07-11 03:55,-85.9048,31.2982,104.85,75.70,75.20,75.70,0.00
PLR,2023-07-11 03:55,-86.2491,33.5588,144.69,69.80,69.80,69.80,0.00
1R8,2023-07-11 03:55,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
JKA,2023-07-11 03:55,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
8A0,2023-07-11 03:55,-86.2481,34.2316,317.00,68.00,64.40,68.00,0.00
OZR,2023-07-11 03:55,-85.7134,31.2758,91.00,75.70,71.60,75.70,0.00
HDL,2023-07-11 03:55,-85.3125,31.3641,108.00,75.20,75.20,75.20,0.00
HUA,2023-07-11 03:55,-86.6848,34.6786,209.00,68.50,66.00,68.50,0.00
1A9,2023-07-11 03:55,-86.5127,32.4387,63.56,74.50,73.00,74.50,0.00
ASN,2023-07-11 03:55,-86.0512,33.5695,155.32,73.80,71.00,73.80,0.00
SXS,2023-07-11 03:55,-85.8549,31.3612,122.26,76.00,73.80,75.90,0.00
MDQ,2023-07-11 03:55,-86.5600,34.8600,230.00,67.00,65.00,67.10,0.00
MOB,2023-07-11 03:56,-88.2456,30.6883,67.00,75.00,72.00,75.00,3.00
GAD,2023-07-11 03:56,-86.0891,33.9727,173.00,70.00,70.00,70.00,0.00
EKY,2023-07-11 03:56,-86.9263,33.3126,213.73,72.00,72.00,72.00,3.00
1M4,2023-07-11 03:56,-87.6004,34.2803,284.00,67.00,67.00,66.90,0.00
79J,2023-07-11 03:56,-86.3902,31.3061,98.00,76.00,74.00,75.90,0.00
PRN,2023-07-11 03:58,-86.6107,31.8457,137.50,72.00,72.00,72.00,0.00
EUF,2023-07-11 03:58,-85.1289,31.9513,87.00,73.00,71.00,73.00,0.00
0J4,2023-07-11 03:58,-86.3119,31.0447,91.00,79.00,74.00,79.00,3.00
MXF,2023-07-11 04:10,-86.3658,32.3829,51.00,77.00,71.60,77.00,3.00
JFX,2023-07-11 04:15,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
DYA,2023-07-11 04:15,-87.9541,32.4638,32.25,,,,0.00
MDQ,2023-07-11 04:15,-86.5600,34.8600,230.00,66.20,64.40,66.20,0.00
JKA,2023-07-11 04:15,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
4A9,2023-07-11 04:15,-85.7214,34.4737,267.00,65.70,64.40,65.70,0.00
ALX,2023-07-11 04:15,-85.9613,32.9143,193.00,74.00,73.60,73.90,0.00
8A0,2023-07-11 04:15,-86.2481,34.2316,317.00,68.00,64.40,68.00,0.00
4A6,2023-07-11 04:15,-86.0059,34.6887,198.00,,,,
CQF,2023-07-11 04:15,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 04:15,-86.8580,34.2687,289.02,66.20,66.20,66.20,0.00
SEM,2023-07-11 04:15,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-11 04:15,-86.3055,33.1718,170.50,73.60,72.30,73.60,0.00
EDN,2023-07-11 04:15,-85.9048,31.2982,104.85,75.70,75.60,75.70,0.00
ASN,2023-07-11 04:15,-86.0512,33.5695,155.32,72.50,70.70,72.50,0.00
PLR,2023-07-11 04:15,-86.2491,33.5588,144.69,69.80,69.80,69.80,0.00
1R8,2023-07-11 04:15,-87.8193,30.8703,72.03,73.40,73.40,73.40,0.00
HDL,2023-07-11 04:15,-85.3125,31.3641,108.00,75.20,75.20,75.20,0.00
1A9,2023-07-11 04:15,-86.5127,32.4387,63.56,74.80,73.00,74.80,0.00
MXF,2023-07-11 04:25,-86.3658,32.3829,51.00,77.00,71.60,77.00,3.00
4A6,2023-07-11 04:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 04:35,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-11 04:35,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
MDQ,2023-07-11 04:35,-86.5600,34.8600,230.00,66.20,64.60,66.20,0.00
JKA,2023-07-11 04:35,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
4A9,2023-07-11 04:35,-85.7214,34.4737,267.00,65.70,64.20,65.70,0.00
8A0,2023-07-11 04:35,-86.2481,34.2316,317.00,68.00,64.40,68.00,0.00
CMD,2023-07-11 04:35,-86.8580,34.2687,289.02,64.40,64.40,64.40,0.00
DYA,2023-07-11 04:35,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-11 04:35,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-11 04:35,-86.3055,33.1718,170.50,72.70,71.80,72.70,0.00
1A9,2023-07-11 04:35,-86.5127,32.4387,63.56,73.80,73.20,73.80,0.00
EDN,2023-07-11 04:35,-85.9048,31.2982,104.85,75.20,75.20,75.20,0.00
ASN,2023-07-11 04:35,-86.0512,33.5695,155.32,71.00,70.50,71.10,0.00
PLR,2023-07-11 04:35,-86.2491,33.5588,144.69,69.80,69.80,69.80,0.00
1R8,2023-07-11 04:35,-87.8193,30.8703,72.03,73.40,73.40,73.40,0.00
HDL,2023-07-11 04:35,-85.3125,31.3641,108.00,75.20,75.20,75.20,0.00
ALX,2023-07-11 04:35,-85.9613,32.9143,193.00,73.20,73.00,73.20,0.00
MXF,2023-07-11 04:40,-86.3658,32.3829,51.00,77.00,71.60,77.00,3.00
HSV,2023-07-11 04:53,-86.7861,34.6439,196.00,69.00,68.00,69.10,4.00
EET,2023-07-11 04:53,-86.7818,33.1784,172.00,74.00,72.00,73.90,0.00
DHN,2023-07-11 04:53,-85.4500,31.3200,122.00,75.00,72.00,75.00,0.00
DCU,2023-07-11 04:53,-86.9453,34.6525,177.00,66.00,64.00,66.00,0.00
GZH,2023-07-11 04:53,-87.0441,31.4158,79.00,74.00,72.00,73.90,0.00
BHM,2023-07-11 04:53,-86.7449,33.5655,192.00,74.00,68.00,73.90,0.00
BFM,2023-07-11 04:53,-88.0681,30.6268,8.00,74.00,73.00,73.90,0.00
ANB,2023-07-11 04:53,-85.8479,33.5904,182.00,71.00,70.00,71.10,0.00
MGM,2023-07-11 04:53,-86.3940,32.3006,62.00,76.00,73.00,75.90,0.00
TCL,2023-07-11 04:53,-87.6161,33.2119,52.00,74.00,72.00,73.90,0.00
TOI,2023-07-11 04:53,-86.0121,31.8604,121.00,75.00,71.00,75.00,0.00
MSL,2023-07-11 04:53,-87.5996,34.7439,168.00,68.00,65.00,68.00,0.00
MDQ,2023-07-11 04:55,-86.5600,34.8600,230.00,65.50,64.60,65.50,0.00
JKA,2023-07-11 04:55,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
4A9,2023-07-11 04:55,-85.7214,34.4737,267.00,65.00,63.70,64.90,0.00
ALX,2023-07-11 04:55,-85.9613,32.9143,193.00,73.20,72.70,73.20,0.00
8A0,2023-07-11 04:55,-86.2481,34.2316,317.00,68.00,64.40,68.00,0.00
LOR,2023-07-11 04:55,-85.7511,31.3558,74.00,73.60,72.70,73.60,0.00
4A6,2023-07-11 04:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 04:55,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-11 04:55,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
MXF,2023-07-11 04:55,-86.3658,32.3829,51.00,76.50,71.20,76.50,3.00
HEY,2023-07-11 04:55,-85.6543,31.3460,97.00,73.40,73.00,73.40,0.00
CMD,2023-07-11 04:55,-86.8580,34.2687,289.02,66.20,66.20,66.20,0.00
DYA,2023-07-11 04:55,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-11 04:55,-86.9878,32.3439,44.25,73.40,73.40,73.40,3.00
SCD,2023-07-11 04:55,-86.3055,33.1718,170.50,72.70,72.00,72.70,0.00
1A9,2023-07-11 04:55,-86.5127,32.4387,63.56,74.30,72.70,74.30,0.00
EDN,2023-07-11 04:55,-85.9048,31.2982,104.85,75.20,75.20,75.20,0.00
ASN,2023-07-11 04:55,-86.0512,33.5695,155.32,71.20,70.20,71.20,0.00
PLR,2023-07-11 04:55,-86.2491,33.5588,144.69,69.80,69.80,69.80,0.00
1R8,2023-07-11 04:55,-87.8193,30.8703,72.03,73.40,73.40,73.40,0.00
HDL,2023-07-11 04:55,-85.3125,31.3641,108.00,73.40,73.40,73.40,0.00
SXS,2023-07-11 04:55,-85.8549,31.3612,122.26,74.00,73.20,73.90,0.00
OZR,2023-07-11 04:55,-85.7134,31.2758,91.00,76.00,71.60,76.10,0.00
HUA,2023-07-11 04:55,-86.6848,34.6786,209.00,67.00,66.00,66.90,0.00
79J,2023-07-11 04:56,-86.3902,31.3061,98.00,76.00,73.00,75.90,0.00
1M4,2023-07-11 04:56,-87.6004,34.2803,284.00,66.00,66.00,66.00,0.00
MOB,2023-07-11 04:56,-88.2456,30.6883,67.00,75.00,72.00,75.00,0.00
GAD,2023-07-11 04:56,-86.0891,33.9727,173.00,69.00,69.00,69.10,0.00
EKY,2023-07-11 04:56,-86.9263,33.3126,213.73,74.00,71.00,73.90,0.00
0J4,2023-07-11 04:58,-86.3119,31.0447,91.00,78.00,73.00,78.10,0.00
EUF,2023-07-11 04:58,-85.1289,31.9513,87.00,73.00,71.00,73.00,0.00
PRN,2023-07-11 04:58,-86.6107,31.8457,137.50,71.00,71.00,71.10,0.00
MDQ,2023-07-11 05:15,-86.5600,34.8600,230.00,65.30,64.00,65.30,0.00
JKA,2023-07-11 05:15,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
4A9,2023-07-11 05:15,-85.7214,34.4737,267.00,64.40,63.30,64.40,0.00
ALX,2023-07-11 05:15,-85.9613,32.9143,193.00,73.40,73.00,73.40,0.00
8A0,2023-07-11 05:15,-86.2481,34.2316,317.00,68.00,64.40,68.00,0.00
4A6,2023-07-11 05:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 05:15,-87.3142,33.9020,147.00,68.00,68.00,68.00,0.00
CQF,2023-07-11 05:15,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 05:15,-86.8580,34.2687,289.02,64.40,64.40,64.40,0.00
DYA,2023-07-11 05:15,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-11 05:15,-86.9878,32.3439,44.25,73.40,73.40,73.40,0.00
EDN,2023-07-11 05:15,-85.9048,31.2982,104.85,75.20,75.20,75.20,0.00
ASN,2023-07-11 05:15,-86.0512,33.5695,155.32,71.00,70.00,71.10,0.00
PLR,2023-07-11 05:15,-86.2491,33.5588,144.69,69.80,69.80,69.80,0.00
1R8,2023-07-11 05:15,-87.8193,30.8703,72.03,73.40,73.40,73.40,0.00
HDL,2023-07-11 05:15,-85.3125,31.3641,108.00,73.40,73.40,73.40,0.00
SCD,2023-07-11 05:15,-86.3055,33.1718,170.50,72.00,71.60,72.10,0.00
1A9,2023-07-11 05:15,-86.5127,32.4387,63.56,74.00,72.50,74.10,0.00
MOB,2023-07-11 05:23,-88.2456,30.6883,67.00,74.00,71.00,73.90,0.00
MOB,2023-07-11 05:27,-88.2456,30.6883,67.00,74.00,72.00,73.90,0.00
JKA,2023-07-11 05:35,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
4A9,2023-07-11 05:35,-85.7214,34.4737,267.00,64.00,63.00,63.90,0.00
ALX,2023-07-11 05:35,-85.9613,32.9143,193.00,73.40,73.00,73.40,0.00
8A0,2023-07-11 05:35,-86.2481,34.2316,317.00,66.20,64.40,66.20,0.00
4A6,2023-07-11 05:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 05:35,-87.3142,33.9020,147.00,68.00,68.00,68.00,0.00
CQF,2023-07-11 05:35,-87.8770,30.4605,27.00,73.40,71.60,73.40,0.00
CMD,2023-07-11 05:35,-86.8580,34.2687,289.02,64.40,64.40,64.40,0.00
DYA,2023-07-11 05:35,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-11 05:35,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-11 05:35,-86.3055,33.1718,170.50,72.00,70.70,72.00,0.00
1A9,2023-07-11 05:35,-86.5127,32.4387,63.56,73.60,72.50,73.60,0.00
EDN,2023-07-11 05:35,-85.9048,31.2982,104.85,74.50,74.50,74.50,0.00
ASN,2023-07-11 05:35,-86.0512,33.5695,155.32,70.00,69.80,70.00,0.00
PLR,2023-07-11 05:35,-86.2491,33.5588,144.69,69.80,68.00,69.80,0.00
1R8,2023-07-11 05:35,-87.8193,30.8703,72.03,71.60,71.60,71.60,0.00
HDL,2023-07-11 05:35,-85.3125,31.3641,108.00,75.20,73.40,75.20,0.00
MDQ,2023-07-11 05:35,-86.5600,34.8600,230.00,65.00,64.00,65.10,0.00
MOB,2023-07-11 05:39,-88.2456,30.6883,67.00,74.00,72.00,73.90,0.00
MXF,2023-07-11 05:40,-86.3658,32.3829,51.00,75.20,71.60,75.20,4.00
MOB,2023-07-11 05:47,-88.2456,30.6883,67.00,74.00,71.00,73.90,0.00
DHN,2023-07-11 05:53,-85.4500,31.3200,122.00,75.00,72.00,75.00,3.00
DCU,2023-07-11 05:53,-86.9453,34.6525,177.00,65.00,63.00,64.90,3.00
BFM,2023-07-11 05:53,-88.0681,30.6268,8.00,74.00,72.00,73.90,0.00
MGM,2023-07-11 05:53,-86.3940,32.3006,62.00,75.00,73.00,75.00,3.00
TCL,2023-07-11 05:53,-87.6161,33.2119,52.00,73.00,72.00,73.00,0.00
HSV,2023-07-11 05:53,-86.7861,34.6439,196.00,68.00,67.00,68.00,0.00
EET,2023-07-11 05:53,-86.7818,33.1784,172.00,73.00,71.00,73.00,0.00
TOI,2023-07-11 05:53,-86.0121,31.8604,121.00,75.00,71.00,75.00,0.00
GZH,2023-07-11 05:53,-87.0441,31.4158,79.00,73.00,71.00,73.00,0.00
BHM,2023-07-11 05:53,-86.7449,33.5655,192.00,73.00,69.00,73.00,0.00
ANB,2023-07-11 05:53,-85.8479,33.5904,182.00,70.00,69.00,70.00,0.00
MSL,2023-07-11 05:53,-87.5996,34.7439,168.00,67.00,65.00,66.90,0.00
JKA,2023-07-11 05:55,-87.6718,30.2905,4.90,75.20,75.20,75.20,0.00
MDQ,2023-07-11 05:55,-86.5600,34.8600,230.00,65.00,63.70,64.90,0.00
ALX,2023-07-11 05:55,-85.9613,32.9143,193.00,73.00,72.70,73.00,0.00
